"SalesID","SalePrice","MachineID","ModelID","datasource","auctioneerID","YearMade","MachineHoursCurrentMeter","UsageBand","saledate","fiModelDesc","fiBaseModel","fiSecondaryDesc","fiModelSeries","fiModelDescriptor","ProductSize","fiProductClassDesc","state","ProductGroup","ProductGroupDesc","Drive_System","Enclosure","Forks","Pad_Type","Ride_Control","Stick","Transmission","Turbocharged","Blade_Extension","Blade_Width","Enclosure_Type","Engine_Horsepower","Hydraulics","Pushblock","Ripper","Scarifier","Tip_Control","Tire_Size","Coupler","Coupler_System","Grouser_Tracks","Hydraulics_Flow","Track_Type","Undercarriage_Pad_Width","Stick_Length","Thumb","Pattern_Changer","Grouser_Type","Backhoe_Mounting","Blade_Type","Travel_Controls","Differential_Type","Steering_Controls"
1549058,60000,316526,23162,132,1,2001,NA,"","4/19/2006 0:00","312CL","312","C","","L","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Wyoming","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","24 inch","9' 10""","None or Unspecified","Yes","Double","","","","",""
2431631,7000,1784483,17309,136,NA,2004,0,"","4/22/2009 0:00","S130","S130","","","","","Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity","Georgia","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","Manual","Yes","None or Unspecified","Standard","","","","","","","","","","",""
1259735,10500,1531107,3164,132,1,1978,NA,"","6/10/2005 0:00","580C","580","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Pennsylvania","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2272145,13500,1575782,3537,136,NA,1994,222,"Low","4/24/2008 0:00","416B","416","B","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","Reversible","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1463222,19000,149083,1681,132,1,1992,NA,"","4/8/2004 0:00","E200BL","E200","B","","L","Small","Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons","Georgia","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 10""","None or Unspecified","None or Unspecified","Double","","","","",""
1323349,51000,1482337,3819,132,6,1983,NA,"","1/22/1998 0:00","950B","950","B","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","New Mexico","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1264254,11000,1242055,6959,132,5,1986,NA,"","4/8/2010 0:00","W30","W30","","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Connecticut","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1330048,11250,1312710,1526,132,2,1983,NA,"","9/10/1998 0:00","D3BLGP","D3","B","","LGP","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Powershift","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1474604,10500,1544813,7257,132,2,1975,NA,"","3/30/2000 0:00","910","910","","","","Compact","Wheel Loader - 60.0 to 80.0 Horsepower","New Jersey","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2456236,47500,1687646,5889,136,1,2006,5109,"High","10/14/2009 0:00","L70E","L70","E","","","","Wheel Loader - 120.0 to 135.0 Horsepower","Florida","WL","Wheel Loader","","EROPS w AC","Yes","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1765948,25500,1169194,2246,132,5,1990,NA,"","9/14/2006 0:00","PC220LC5","PC220","","LC","5","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Ohio","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","32 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1624837,15000,1523990,4603,132,4,1993,NA,"","10/29/1998 0:00","310D","310","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","South Carolina","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1257109,12500,1522923,6558,132,11,1973,NA,"","6/24/1993 0:00","1150","1150","","","","Medium","Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower","Mississippi","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Angle","None or Unspecified","",""
4318969,10000,2297986,4579,172,1,2004,4729,"Medium","8/27/2010 0:00","210LE","210","LE","","","Compact","Wheel Loader - 60.0 to 80.0 Horsepower","Idaho","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2298641,92500,681225,1130,136,16,2004,0,"","12/19/2007 0:00","315CL","315","C","","L","Small","Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons","Ohio","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","Manual","","","","Steel","None or Unspecified","None or Unspecified","Manual","Yes","Double","","","","",""
1466713,45000,471570,1229,132,1,1994,NA,"","5/25/2004 0:00","325L","325","","","L","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","New Mexico","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","10' 6""","None or Unspecified","Yes","Double","","","","",""
1734382,12500,1308295,208,132,1,1987,NA,"","3/26/2002 0:00","D37P-2","D37","P","-2","","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Maryland","TTT","Track Type Tractors","","EROPS w AC","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1508817,15000,1403294,4138,132,1,1974,NA,"","6/1/1989 0:00","D7F","D7","F","","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1594716,12500,1135789,8016,132,1,2000,NA,"","10/5/2005 0:00","260","260","","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","Maryland","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1490340,68000,789253,1636,132,1,1998,NA,"","2/17/2004 0:00","D6RLGP","D6","R","","LGP","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
2512820,80000,876213,3365,149,1,1998,9359,"Medium","5/27/2010 0:00","143H","143","H","","","","Motorgrader - 145.0 to 170.0 Horsepower","Washington","MG","Motor Graders","All Wheel Drive","EROPS","","","","","None or Unspecified","","None or Unspecified","12'","Low Profile","No","Base + 1 Function","Yes","Yes","Yes","None or Unspecified","14""","","","","","","","","","","","","","","",""
1615901,16500,1210813,4792,132,1,1984,NA,"","4/4/2002 0:00","710B","710","B","","","","Backhoe Loader - 16.0 + Ft Standard Digging Depth","Colorado","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1372785,23000,1235447,4137,132,1,1969,NA,"","5/24/1994 0:00","D7E","D7","E","","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","California","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
1290431,15000,1506179,3177,132,1,1992,NA,"","5/20/2004 0:00","580SUPER K","580","SUPER K","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1640154,20500,1122141,4605,132,1,2002,NA,"","6/4/2009 0:00","310G","310","G","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Colorado","BL","Backhoe Loaders","Two Wheel Drive","EROPS w AC","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1516336,44000,1519537,3855,132,1,1981,NA,"","3/19/1998 0:00","966D","966","D","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Washington","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","26.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1416655,53000,1112126,3357,132,1,1980,NA,"","4/2/1992 0:00","12G","12","G","","","","Motorgrader - 130.0 to 145.0 Horsepower","Texas","MG","Motor Graders","No","EROPS","","","","","None or Unspecified","","None or Unspecified","14'","None or Unspecified","No","Base + 1 Function","Yes","Yes","None or Unspecified","Sideshift & Tip","14""","","","","","","","","","","","","","","",""
2722128,15500,1123280,17311,149,2,2006,1175,"Medium","1/29/2011 0:00","S175","S175","","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","Florida","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
2328587,17000,1687244,4721,136,1,1000,0,"","2/25/2010 0:00","570A","570","A","","","","Motorgrader - 45.0 to 130.0 Horsepower","Texas","MG","Motor Graders","No","EROPS","","","","","None or Unspecified","","None or Unspecified","12'","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","Yes","None or Unspecified","None or Unspecified","","","","","","","","","","","","","","",""
1280754,15000,1526300,3150,132,1,1990,NA,"","2/23/1996 0:00","480F","480","F","","","","Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth","Arizona","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1386726,26000,96738,3538,132,2,1997,NA,"","5/11/2005 0:00","416C","416","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Four Wheel Drive","EROPS","None or Unspecified","Street","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2268138,38000,1735457,3350,136,NA,1976,0,"","7/24/2008 0:00","120G","120","G","","","","Motorgrader - 45.0 to 130.0 Horsepower","Texas","MG","Motor Graders","No","EROPS w AC","","","","","None or Unspecified","","None or Unspecified","12'","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","None or Unspecified","Sideshift & Tip","None or Unspecified","","","","","","","","","","","","","","",""
1511679,11000,1549760,7464,132,2,1968,NA,"","6/26/1993 0:00","D5","D5","","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","New Jersey","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Angle","None or Unspecified","",""
1420365,52000,1191897,3819,132,24,1983,NA,"","7/20/1989 0:00","950B","950","B","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Georgia","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2349534,26500,1749440,4605,136,NA,2002,0,"","7/14/2007 0:00","310G","310","G","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","New York","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","Yes","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1798532,7000,1333450,9551,132,1,1997,NA,"","11/11/2008 0:00","763","763","","","","","Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity","Maine","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1284782,17500,1371256,3178,132,13,1997,NA,"","6/8/2002 0:00","580SUPER L","580","SUPER L","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Tennessee","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1713748,26000,1299633,5162,132,2,2003,NA,"","3/26/2008 0:00","214E","214","E","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1398706,12000,43599,7009,132,3,2000,NA,"","12/4/2003 0:00","226","226","","","","","Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity","Unspecified","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
2650593,20000,1945120,1893,149,1,2001,5275,"Medium","9/15/2010 0:00","650HLGP","650","H","","LGP","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Mississippi","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1826322,39000,1552267,25830,132,10,1997,NA,"","11/16/2000 0:00","MX225LS","MX225","LS","","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Louisiana","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1793815,6500,1186782,9560,132,1,1986,NA,"","9/19/2001 0:00","843","843","","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","Texas","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1551148,88000,254265,1130,132,1,2005,NA,"","2/20/2007 0:00","315CL","315","C","","L","Small","Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","Manual","Yes","Triple","","","","",""
1612918,12000,789498,4750,132,4,1000,NA,"","2/13/2007 0:00","644C","644","C","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Florida","WL","Wheel Loader","","EROPS w AC","Yes","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","Manual","","","","","","","","","","","","","Standard","Conventional"
4288011,83000,2305047,24028,172,1,2002,9112,"Medium","10/6/2011 0:00","345BIIL","345","B","II","L","Large / Medium","Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons","Illinois","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","Hydraulic","None or Unspecified","Triple","","","","",""
6286488,25000,1799203,4605,149,1,2005,NA,"","8/24/2011 0:00","310G","310","G","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1418742,16000,1541492,7261,132,2,1970,NA,"","11/4/1995 0:00","920","920","","","","","Wheel Loader - 90.0 to 100.0 Horsepower","New Hampshire","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1521799,27500,1274266,4199,132,2,1988,NA,"","7/27/1996 0:00","E110B","E110","B","","","Small","Hydraulic Excavator, Track - 11.0 to 12.0 Metric Tons","Ohio","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1853926,17000,1371232,18648,132,8,1000,NA,"","5/28/2009 0:00","MG747","MG747","","","","","Motorgrader - 45.0 to 130.0 Horsepower","Mississippi","MG","Motor Graders","No","OROPS","","","","","None or Unspecified","","None or Unspecified","None or Unspecified","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","","","","","","","","","","","","","","",""
1524182,62000,1199729,1177,132,1,1994,NA,"","6/8/1999 0:00","320L","320","","","L","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Maryland","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 6""","Manual","None or Unspecified","Double","","","","",""
1361700,70000,86711,4128,132,1,1989,NA,"","10/31/1996 0:00","D6H","D6","H","","","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Pennsylvania","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1622000,15500,1226669,4685,132,19,1990,NA,"","7/19/2006 0:00","510C","510","C","","","","Backhoe Loader - 16.0 + Ft Standard Digging Depth","New Mexico","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","Yes","","","","","","","","","","","","","","","","","","","","","","","","",""
1688022,13000,1174506,15081,132,1,1995,NA,"","6/4/2004 0:00","EX30-2","EX30","","-2","","Mini","Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons","Minnesota","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1692900,67500,150436,11605,132,1,1999,NA,"","5/27/2004 0:00","EX230LC-5","EX230LC","","-5","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1475250,16000,1185919,7277,132,1,1970,NA,"","12/13/2006 0:00","950","950","","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Maryland","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1453546,34000,1503097,3854,132,4,1980,NA,"","2/5/1998 0:00","966C","966","C","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1504858,31000,1371818,4139,132,24,1977,NA,"","6/26/1990 0:00","D7G","D7","G","","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","Tennessee","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1278634,80000,1478929,3231,132,1,1998,NA,"","6/11/2001 0:00","821B","821","B","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","California","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2350821,30000,1687066,4605,136,1,2005,1897,"Medium","2/15/2010 0:00","310G","310","G","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Florida","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1344265,42500,1114275,3819,132,1,1981,NA,"","6/21/1994 0:00","950B","950","B","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","Manual","","","","","","","","","","","","","Standard","Conventional"
1763281,14000,1100511,205,132,4,1992,NA,"","10/8/2005 0:00","D37E-2","D37","E","-2","","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Ohio","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2306649,27000,373399,3542,136,1,2003,4536,"High","8/21/2008 0:00","420D","420","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Arizona","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1316139,30000,1177572,3806,132,1,1996,NA,"","5/14/2003 0:00","938F","938","F","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2540712,53000,1279493,4147,149,1,1982,9840,"Medium","3/30/2011 0:00","D8K","D8","K","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","North Carolina","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","Single Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","None or Unspecified","",""
1839891,37000,1249157,17977,132,2,1999,NA,"","2/2/2003 0:00","TX860","TX860","","","","","Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth","Florida","BL","Backhoe Loaders","Four Wheel Drive","EROPS w AC","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2255674,18000,201496,3546,136,1,1995,0,"","9/23/2008 0:00","426B","426","B","","","","Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth","Colorado","BL","Backhoe Loaders","Four Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","Yes","","","","","","","","","","","","","","","","","","","","","","","","",""
1183896,12000,1066813,2245,121,3,1000,1773,"Low","10/30/2008 0:00","PC220LC3","PC220","","LC","3","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Kentucky","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","2 Valve","","","","","","None or Unspecified","","","","","","","","","","","","","",""
1819958,11000,1110744,36778,132,4,1000,NA,"","10/30/2004 0:00","BD2H","BD2","H","","","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Pennsylvania","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
1397485,29000,783015,3459,132,1,2000,NA,"","10/14/2004 0:00","307B","307","B","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","Manual","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1588087,31000,1393239,22114,132,1,2006,1073,"Medium","9/16/2008 0:00","450JLT","450","J","","LT","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Washington","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1397896,69000,892882,1597,132,1,1998,NA,"","5/22/2001 0:00","D5MXL","D5","M","","XL","Medium","Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower","Tennessee","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1332726,10000,1273834,1092,132,2,1993,NA,"","12/16/2006 0:00","307SSR","307","","","SSR","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","New Jersey","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","Manual","None or Unspecified","Double","","","","",""
1520172,45000,590979,2758,132,1,1996,NA,"","6/16/1999 0:00","D5CIII","D5","C","III","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2205602,16000,390348,3170,136,1,1989,0,"","3/5/2008 0:00","580K","580","K","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1524876,55000,594628,1177,132,1,1996,NA,"","9/19/2001 0:00","320L","320","","","L","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Texas","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 6""","None or Unspecified","None or Unspecified","Double","","","","",""
4361212,30000,1422003,30148,172,1,2007,1646,"Medium","7/9/2009 0:00","D39PX21KomStat","D39","PX","21KomStat","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1765139,58000,1450427,615,132,4,2001,NA,"","2/7/2005 0:00","WA380-3","WA380","","-3","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Florida","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2348248,16500,1644094,4603,136,1,1996,0,"","9/23/2008 0:00","310D","310","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Colorado","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
